epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
172,15905.3,0.81677,0.53797,1.14844,0.97105,0.94442,0.96315,0.83614,0.53493,0.31312,0.91224,0.000519352,0.000519352,0.000519352
173,15993.1,0.80296,0.53705,1.14469,0.96806,0.94427,0.96317,0.83445,0.54165,0.32071,0.91472,0.000485389,0.000485389,0.000485389
174,16074.3,0.82054,0.55295,1.15908,0.97094,0.94395,0.96539,0.83857,0.53392,0.31526,0.91349,0.000452541,0.000452541,0.000452541
175,16167.9,0.80146,0.52873,1.14499,0.97457,0.94359,0.965,0.83816,0.53712,0.32178,0.9135,0.000420816,0.000420816,0.000420816
176,16256.9,0.82069,0.54268,1.14981,0.97477,0.93782,0.96456,0.83777,0.53259,0.3238,0.91366,0.000390222,0.000390222,0.000390222
177,16357,0.80154,0.5422,1.14095,0.97369,0.9441,0.96472,0.8409,0.53314,0.33063,0.91345,0.000360766,0.000360766,0.000360766
178,16442.9,0.80557,0.54237,1.14758,0.97352,0.94428,0.96481,0.83787,0.5434,0.33723,0.91952,0.000332457,0.000332457,0.000332457
179,16541.1,0.80054,0.54022,1.13942,0.97191,0.94437,0.96437,0.84324,0.53871,0.32854,0.91706,0.000305301,0.000305301,0.000305301
180,16632.6,0.7937,0.53282,1.13506,0.97879,0.94436,0.96495,0.84103,0.52947,0.32586,0.91337,0.000279304,0.000279304,0.000279304
181,16706.2,0.80903,0.53448,1.14158,0.973,0.94439,0.96355,0.84179,0.53549,0.33499,0.91382,0.000254473,0.000254473,0.000254473
182,16789.8,0.79184,0.52624,1.13253,0.97229,0.94466,0.96469,0.84102,0.5315,0.32885,0.91154,0.000230814,0.000230814,0.000230814
183,16881.9,0.79202,0.52748,1.13646,0.97182,0.94483,0.96424,0.83952,0.5275,0.3242,0.90944,0.000208333,0.000208333,0.000208333
184,16963,0.80854,0.53779,1.15245,0.97205,0.94453,0.96393,0.83772,0.52819,0.32038,0.90794,0.000187036,0.000187036,0.000187036
185,17052.1,0.78192,0.52665,1.12288,0.97246,0.94429,0.96365,0.83784,0.52554,0.31997,0.90558,0.000166927,0.000166927,0.000166927
186,17165.1,0.66302,0.39946,1.08167,0.96796,0.94456,0.96214,0.84088,0.53052,0.31352,0.9117,0.000148012,0.000148012,0.000148012
187,17265.9,0.65189,0.3761,1.06797,0.96864,0.94316,0.95976,0.83493,0.53246,0.32566,0.91481,0.000130296,0.000130296,0.000130296
